rosca_id,outcome_amtinvest_healthproducts,outcome_illness_untreated_3mo,treat_safe_box,treat_locked_box,treat_health_pot,treat_health_savings,any_treatment,covariate_rosbg_monthly_contrib,covariate_female,covariate_b1_age,covariate_provider,covariate_hyperbolic,covariate_pat_now_impat_later,covariate_max_discount,covariate_n_roscas,control_group,maxn
2010,500,1,0,0,0,1,1,150,1,54,0,0,0,0,2,0,9
2010,110,0,0,0,0,1,1,150,1,66,0,0,0,1,1,0,9
2010,60,1,0,0,0,1,1,150,1,47,0,0,0,0,1,0,9
2010,40,1,0,0,0,1,1,150,1,42,0,0,0,1,1,0,9
2010,40,0,0,0,0,1,1,150,1,50,0,1,0,0,1,0,9
2010,760,0,0,0,0,1,1,150,1,40,0,0,1,0,1,0,9
2010,0,0,0,0,0,1,1,150,1,61,0,0,0,1,1,0,9
2011,40,1,0,0,0,0,0,60,1,45,0,0,1,0,1,1,9
2011,0,0,0,0,0,0,0,60,1,62,0,0,0,1,1,1,9
2011,80,0,0,0,0,0,0,60,1,54,0,0,0,1,2,1,9
2011,80,1,0,0,0,0,0,60,1,34,0,0,0,1,1,1,9
2011,20,1,0,0,0,0,0,60,1,46,0,0,0,1,2,1,9
2011,50,0,0,0,0,0,0,60,1,65,0,0,0,1,1,1,9
2011,60,1,0,0,0,0,0,60,1,70,0,1,0,0,1,1,9
2011,610,1,0,0,0,0,0,60,1,50,0,0,0,1,1,1,9
2012,900,0,0,0,1,0,1,500,1,40,0,0,0,0,1,0,9
2012,380,1,0,0,1,0,1,500,1,30,0,0,0,1,2,0,9
2012,0,0,0,0,1,0,1,500,1,42,0,0,0,1,1,0,9
2012,0,1,0,0,1,0,1,500,1,37,0,0,0,1,1,0,9
2012,0,1,0,0,1,0,1,500,1,38,0,0,0,1,1,0,9
2012,1050,0,0,0,1,0,1,500,1,24,0,0,0,1,1,0,9
2013,640,0,0,0,0,1,1,100,0,56,0,0,0,1,1,0,8
2013,40,0,0,0,0,1,1,100,1,38,0,1,0,0,1,0,8
2013,230,0,0,0,0,1,1,100,0,66,0,0,0,1,1,0,8
2013,60,0,0,0,0,1,1,100,1,26,0,0,0,1,1,0,8
2013,0,0,0,0,0,1,1,100,1,58,0,0,0,0,1,0,8
2013,0,0,0,0,0,1,1,100,1,40,0,0,0,1,3,0,8
2013,80,0,0,0,0,1,1,100,0,33,0,0,1,0,1,0,8
2013,0,1,0,0,0,1,1,100,1,60,0,0,0,1,1,0,8
2017,560,0,0,0,1,0,1,340,1,38,0,0,0,1,2,0,8
2017,330,0,0,0,1,0,1,340,1,22,0,0,0,0,2,0,8
2017,1680,0,0,0,1,0,1,340,1,28,1,0,0,1,1,0,8
2017,400,0,0,0,1,0,1,340,1,31,1,0,1,0,1,0,8
2017,1540,0,0,0,1,0,1,340,1,27,0,0,0,1,1,0,8
2017,660,0,0,0,1,0,1,340,1,32,0,0,0,0,3,0,8
2017,100,0,0,0,1,0,1,340,1,20,0,0,1,0,1,0,8
2018,960,1,0,0,1,0,1,240,1,49,0,0,0,1,1,0,6
2018,1200,0,0,0,1,0,1,240,1,26,0,0,0,0,2,0,6
2018,1785,1,0,0,1,0,1,240,0,38,0,0,0,0,1,0,6
2018,0,0,0,0,1,0,1,240,1,53,0,0,0,1,1,0,6
2019,1580,0,0,0,0,1,1,400,1,25,1,1,0,0,2,0,4
2019,200,0,0,0,0,1,1,400,1,33,1,0,0,0,2,0,4
2019,479,0,0,0,0,1,1,400,1,28,0,0,0,1,4,0,4
2019,343,0,0,0,0,1,1,400,1,37,1,1,0,0,2,0,4
2020,60,1,1,0,0,0,1,250,1,36,0,0,0,1,2,0,8
2020,80,0,1,0,0,0,1,250,1,23,1,0,0,0,1,0,8
2020,860,0,1,0,0,0,1,250,1,33,0,0,0,1,3,0,8
2020,60,0,1,0,0,0,1,250,1,30,0,0,0,1,1,0,8
2020,740,0,1,0,0,0,1,250,1,64,0,0,0,1,1,0,8
2020,125,0,1,0,0,0,1,250,0,28,1,0,0,0,1,0,8
2020,470,0,1,0,0,0,1,250,1,35,1,0,0,1,2,0,8
2020,310,0,1,0,0,0,1,250,1,40,0,0,1,0,1,0,8
2024,550,1,0,1,0,0,1,200,0,34,0,0,0,1,1,0,6
2024,220,0,0,1,0,0,1,200,1,43,0,0,0,1,1,0,6
2024,60,0,0,1,0,0,1,200,1,57,0,0,0,1,2,0,6
2024,660,0,0,1,0,0,1,200,1,42,0,0,1,0,3,0,6
2025,690,0,0,0,0,0,0,1600,1,29,0,0,0,1,2,1,3
2025,80,0,0,0,0,0,0,1600,1,33,0,0,0,1,1,1,3
2025,40,0,0,0,0,0,0,1600,1,54,0,0,1,0,1,1,3
2026,0,1,0,0,0,0,0,500,1,49,0,0,0,0,1,1,9
2026,0,1,0,0,0,0,0,500,1,66,0,0,0,0,1,1,9
2026,510,1,0,0,0,0,0,500,0,69,0,0,0,1,1,1,9
2026,330,0,0,0,0,0,0,500,1,25,0,0,1,0,2,1,9
2026,600,0,0,0,0,0,0,500,1,50,0,0,0,1,1,1,9
2026,80,0,0,0,0,0,0,500,0,78,0,1,0,0,1,1,9
2026,360,0,0,0,0,0,0,500,1,43,0,0,0,1,2,1,9
2026,80,1,0,0,0,0,0,500,1,43,0,0,0,1,1,1,9
2026,300,0,0,0,0,0,0,500,1,27,0,0,0,1,3,1,9
2027,0,0,0,0,1,0,1,1050,1,25,0,1,0,0,1,0,6
2027,890,0,0,0,1,0,1,1050,1,35,1,1,0,0,2,0,6
2027,500,0,0,0,1,0,1,1050,1,39,0,0,0,1,1,0,6
2027,0,0,0,0,1,0,1,1050,0,27,1,0,1,0,1,0,6
2027,40,0,0,0,1,0,1,1050,0,33,0,0,0,0,2,0,6
2030,120,0,0,0,0,0,0,1000,1,28,0,0,0,1,1,1,9
2030,456,0,0,0,0,0,0,1000,1,34,0,0,0,1,2,1,9
2030,0,0,0,0,0,0,0,1000,1,46,0,0,0,1,3,1,9
2030,40,0,0,0,0,0,0,1000,1,19,0,0,0,0,2,1,9
2030,160,0,0,0,0,0,0,1000,1,32,0,0,0,1,2,1,9
2030,130,0,0,0,0,0,0,1000,1,48,0,0,0,1,1,1,9
2030,410,0,0,0,0,0,0,1000,1,31,0,0,0,0,3,1,9
2030,0,0,0,0,0,0,0,1000,1,28,0,0,0,1,2,1,9
2032,310,0,1,0,0,0,1,110,1,56,0,0,0,1,2,0,8
2032,434,0,1,0,0,0,1,110,1,49,0,0,0,0,1,0,8
2032,360,0,1,0,0,0,1,110,1,29,0,0,0,1,2,0,8
2032,60,0,1,0,0,0,1,110,1,38,1,1,0,0,1,0,8
2032,650,1,1,0,0,0,1,110,1,53,0,0,1,0,1,0,8
2032,0,0,1,0,0,0,1,110,1,51,0,1,0,0,1,0,8
2032,1140,0,1,0,0,0,1,110,1,55,0,0,0,1,1,0,8
2032,350,0,1,0,0,0,1,110,1,30,0,0,0,1,1,0,8
2033,60,0,0,1,0,0,1,50,0,31,1,0,0,1,2,0,10
2033,60,0,0,1,0,0,1,50,1,23,0,1,0,0,2,0,10
2033,860,0,0,1,0,0,1,50,1,55,1,0,0,1,2,0,10
2033,250,0,0,1,0,0,1,50,0,19,0,0,1,0,1,0,10
2033,320,0,0,1,0,0,1,50,0,35,0,0,1,0,2,0,10
2033,0,0,0,1,0,0,1,50,0,34,0,0,0,1,4,0,10
2033,80,0,0,1,0,0,1,50,1,62,0,0,0,0,1,0,10
2033,0,0,0,1,0,0,1,50,1,33,0,0,0,0,1,0,10
2033,0,1,0,1,0,0,1,50,0,24,0,0,0,0,2,0,10
2033,130,0,0,1,0,0,1,50,1,30,0,0,0,1,2,0,10
2034,60,0,1,0,0,0,1,240,1,48,0,0,1,0,1,0,2
2034,120,0,1,0,0,0,1,240,1,36,0,0,0,1,1,0,2
2035,60,1,0,1,0,0,1,600,1,47,0,0,0,0,1,0,10
2035,120,0,0,1,0,0,1,600,1,43,0,0,0,0,1,0,10
2035,620,0,0,1,0,0,1,600,1,58,0,0,0,1,1,0,10
2035,670,1,0,1,0,0,1,600,1,35,0,0,0,1,1,0,10
2035,40,1,0,1,0,0,1,600,1,49,1,0,0,1,2,0,10
2035,20,1,0,1,0,0,1,600,1,52,0,1,0,0,2,0,10
2035,30,1,0,1,0,0,1,600,1,46,0,0,0,1,1,0,10
2035,60,0,0,1,0,0,1,600,1,28,0,1,0,0,1,0,10
2035,0,1,0,1,0,0,1,600,1,48,0,0,1,0,1,0,10
2035,120,0,0,1,0,0,1,600,1,40,1,0,1,0,3,0,10
3002,80,0,0,0,1,0,1,800,0,68,0,0,0,1,1,0,5
3002,760,0,0,0,1,0,1,800,1,22,1,1,0,0,2,0,5
3002,560,0,0,0,1,0,1,800,1,35,0,0,1,0,3,0,5
3002,700,0,0,0,1,0,1,800,1,35,0,0,0,0,3,0,5
3002,810,0,0,0,1,0,1,800,1,29,0,0,0,0,3,0,5
