rosca_id,outcome_amtinvest_healthproducts,outcome_illness_untreated_3mo,treat_safe_box,treat_locked_box,treat_health_pot,treat_health_savings,any_treatment,covariate_rosbg_monthly_contrib,covariate_female,covariate_b1_age,covariate_provider,covariate_hyperbolic,covariate_pat_now_impat_later,covariate_max_discount,covariate_n_roscas,control_group,maxn
2004,120,0,0,0,0,1,1,40,0,43,0,0,1,0,1,0,8
2004,120,0,0,0,0,1,1,40,0,38,1,0,0,0,1,0,8
2005,750,0,0,0,0,0,0,240,1,25,0,1,0,0,2,1,7
2005,40,1,0,0,0,0,0,240,1,27,0,1,0,0,1,1,7
2005,53,0,0,0,0,0,0,240,0,24,0,0,1,0,1,1,7
2005,626,0,0,0,0,0,0,240,1,27,0,0,0,1,1,1,7
2005,553,0,0,0,0,0,0,240,1,41,0,0,0,1,1,1,7
2005,40,1,0,0,0,0,0,240,1,42,0,0,0,0,4,1,7
2006,220,0,0,0,0,1,1,400,1,43,0,0,0,1,2,0,8
2006,60,0,0,0,0,1,1,400,1,21,0,0,0,1,1,0,8
2006,235,0,0,0,0,1,1,400,1,25,1,0,0,0,2,0,8
2006,20,0,0,0,0,1,1,400,1,40,0,0,0,0,4,0,8
2006,700,0,0,0,0,1,1,400,0,76,0,0,1,0,2,0,8
2006,20,0,0,0,0,1,1,400,1,34,0,1,0,0,1,0,8
2006,10,0,0,0,0,1,1,400,1,38,0,0,0,1,2,0,8
2008,300,1,1,0,0,0,1,170,1,55,0,1,0,0,2,0,2
2008,80,0,1,0,0,0,1,170,1,35,1,0,1,0,3,0,2
2009,0,0,0,0,1,0,1,400,1,22,0,0,0,0,3,0,6
2009,660,0,0,0,1,0,1,400,1,24,1,0,0,1,2,0,6
2009,1195,0,0,0,1,0,1,400,1,22,0,0,0,0,3,0,6
2009,1835,0,0,0,1,0,1,400,1,35,1,0,0,1,2,0,6
2009,970,0,0,0,1,0,1,400,1,34,0,0,0,1,2,0,6
2010,60,0,0,0,0,1,1,150,1,51,0,0,0,1,1,0,9
2010,910,0,0,0,0,1,1,150,1,27,0,0,0,1,1,0,9
